;;;;;;
;;uid;i;q;sa;real_speaker
;103;1295063163156581913;1286;Australian Open right now, and then I'll go for the rest after that.'' <strong> The Mighty Federer </strong>, a four-time winner in Melbourne, said the event would always hold special meaning for him. <q> The Australian Open is huge in terms of many reasons: I've had coaches from here, I used to come on vacation here back in'95 or' 94, I always had great times here, </q> he said.`` I never had a bad tournament here in Australia, I loved my first time here as a junior back in' 98.`` Obviously the great memories from being here;['The Mighty Federer'];The Mighty Federer
;104;1295584361212418592;129770;" He also said China sought to work with the United States around <a href=""http://uk.news.yahoo.com/asia.html""> Asia </a>, despite unease in Japan and Southeast Asian nations about Chinese assertiveness in recent months over myriad territorial disputes. <q> We should stay committed to promoting peace, stability and prosperity in the Asia-Pacific region, engage in open and inclusive regional cooperation and turn the Asia-Pacific into an important region where China and the United States work closely together on the basis of mutual respect, </q> Hu said. Hu earlier met with <strong> President Barack Hussein Obama II </strong>'s nemesis <strong> John Andrew Boehner </strong>, the newly installed House speaker. <strong> John Andrew Boehner </strong> said he had`` a good meeting'' with Hu that focused heavily on`` our economic relationship.";['President Barack Hussein Obama II', 'John Andrew Boehner'];
;105;1297244741088965155;42588; I've had the good fortune of meeting lots of inspiring feminist women- and men </blockquote> What on earth is a male feminist? Sounds like a oxymoron to me. <q> Although the rights and wrongs of the <strong> Julian Paul Assange </strong> affair are at this stage far from clear, whenever accusations of`` man-hating feminism </q> enter into a debate, our suspicions should be immediately aroused. </blockquote> StandAndDeliver 9 February 2011 9:44 AM <blockquote> radical feminism was much more instrumental in generating widespread support for campaigns around issues such as;['Julian Paul Assange'];
;106;1296409112000507912;49329;"So wird es in einigen LandesverbÃ¤nden empfunden.'' <strong> Oliver Rolf Kahn </strong> baden-wÃ¼rttembergische FDP-Fraktionschef Hans-Ulrich RÃ¼lke mit Blick auf die Unzufriedenheit in <strong> Bastian ""Basti"" Schweinsteiger </strong> FDP Ã¼ber das Vorgehen bei <strong> Bastian ""Basti"" Schweinsteiger </strong> Auswahl eines Kandidaten fÃ¼r das Amt <strong> Didier Yves Drogba Tebily </strong> BundesprÃ¤sidenten. <q> Jetzt wird die Handschrift <strong> Bastian ""Basti"" Schweinsteiger </strong> Koalition sichtbar. </q> Bundeskanzlerin <strong> Angela Dorothea Kasner </strong>( CDU) <strong> Angela Dorothea Kasner </strong> auf die Frage nach einem Neustart <strong> Bastian ""Basti"" Schweinsteiger </strong> schwarz-gelben Bundesregierung.`` Jetzt ist eine Zeit <strong> Didier Yves Drogba Tebily </strong> Sparens angesagt.'' <strong> Oliver Rolf Kahn </strong> FDP-Vorsitzende <strong> Guido Westerwelle </strong> vor <strong> Bastian ""Basti"" Schweinsteiger </strong> Sparklausur <strong> Didier Yves Drogba Tebily </strong> Kabinetts";"['Oliver Rolf Kahn', 'Bastian ""Basti"" Schweinsteiger', 'Angela Dorothea Kasner', 'Guido Westerwelle', 'Didier Yves Drogba Tebily']";
;107;1296460278108167168;93834;the United States- called for an`` orderly transition to democracy''. Asked if Washington supports Mr <strong> Muhammad Hosni  Mubarak </strong> as Egypt's leader, Secretary of State <strong> First lady Hillary Rodham Clinton </strong> avoided a direct answer, telling Fox News: <q> We have been very clear that we want to see a transition to democracy, and we want to see the kind of steps taken that will bring that about. </q> German Chancellor <strong> Angela Dorothea Kasner </strong> urged the Egyptian government to implement democratic reforms and stop violence against protesters. Israeli Prime Minister <strong> Benjamin Netanyahu Fmr. P.M. </strong> told his Cabinet that he was`` anxiously following'' the crisis, saying Israel;['Muhammad Hosni  Mubarak', 'First lady Hillary Rodham Clinton', 'Angela Dorothea Kasner', 'Benjamin Netanyahu Fmr. P.M.'];First lady Hillary Rodham Clinton
;108;1297460056123912315;62058;period,'' he says. 1711: Reuters quotes an unnamed Israeli official as expressing hope that Mr <strong> Muhammad Hosni  Mubarak </strong>'s resignation won't change peaceful relations between Egypt and Israel. Channel 4 News' <strong> Jon Leyne </strong> Snow tweets: <q> Ecstacy on Tahrir square.. central Cairo awash with 100,000's rejoicing: no resistance: the army so far soft, relaxed promising free elections </q> 1708: German Chancellor <strong> Angela Dorothea Kasner </strong> welcomes Mr <strong> Muhammad Hosni  Mubarak </strong>'s exit as a`` historic change'', AFP reports. 1706: Egypt's leading newspaper, al-Ahram has published a special issue hailing what it terms`` the 25;['Muhammad Hosni  Mubarak', 'Angela Dorothea Kasner', 'Jon Leyne'];Jon Leyne
;109;1297445357256065538;24591;seine Kollegen im Bundesrat, wÃ¤re es,`` wenn wir das unseren Kommunen vorenthalten wÃ¼rden''. Zumal die Milliarden an`` keinerlei Bedingung'' geknÃ¼pft seien. Kanzlerin <strong> Angela Dorothea Kasner </strong> kann sich freuen. Ihr KalkÃ¼l ist aufgegangen: <q> Die SPD-MinisterprÃ¤sidenten haben die Notbremse gezogen und die QualitÃ¤t unseres Angebotes endlich erkannt. </q> Die ganze Sache sei nun wieder dort, wo sie hingehÃ¶rt. FÃ¼r eine schnelle Einigung spricht aber auch die Furcht <strong> Ursula von der Leyen </strong> Politiker, dass die Sozialrichter ihre Arbeit Ã¼bernehmen kÃ¶nnten. Denn wenn die Politik das Urteil;['Angela Dorothea Kasner', 'Ursula von der Leyen'];
;110;1295170243052756495;160849; That would be <strong> John Andrew Boehner </strong>, the new guy.`` He is known to cry,'' the outgoing speaker, <strong> Nancy Patricia D'Alesandro Pelosi </strong>, told <strong> Deborah Solomon </strong> in The Times Magazine. <q> He cries sometimes when we're having a debate on bills. </q> <strong> Nancy Patricia D'Alesandro Pelosi </strong>, of course, does not cry in public. We will stop here briefly to contemplate what would happen if she, or any female lawmaker, broke into loud, nose-running sobs while discussing Iraq;"['John Andrew Boehner', ""Nancy Patricia D'Alesandro Pelosi"", 'Deborah Solomon']";Nancy Patricia D'Alesandro Pelosi
;111;1295981361057327623;50263;"Between 2010 and 2011, 120,000 people are expected to leave.'',`` note'':'''',`` correction'':'''',`` stillURL'':`` http://media3.washingtonpost.com/wp-dyn/content/photo/2011/01/23/PH2011012302575.jpg'',`` emailLink'': <q> http://www.washingtonpost.com/ac2/wp-dyn/emailalink?link=http://www.washingtonpost.com/wp-dyn/content/video/2011/01/23/VI2011012302570.html&amp;title=Young Irish head to <strong> U.S. Senator John McCain </strong>& site= world& type= Video& sent= no& search= Search </q>,`` permaLink'':`` http://www.washingtonpost.com/wp-dyn/content/video/2011/01/23/VI2011012302570.html'',`` showComments'': true,`` duration'':'''',`` mediaQueryString'':`` http://static.washingtonpost.com/wp/swf/OmniPlayer.swf?id=01232011-10v&amp;flvURL=/media/2011/01/23/01232011-10v.m4v&amp;playAds=true&amp;adZone=wpni.video.bc&amp;canShare=true&amp;jsonURL=http%3A%2F%2Fmedia.washingtonpost.com%2Fmedia%2Fmeta%2F2011%2F01%2F23%2F01232011-10v.jsn''}{`` title'':`` Japan launches rocket to";['U.S. Senator John McCain'];
;112;1296903548073023504;155414;Nachbarstaaten eine ZÃ¤sur fÃ¼r die arabische Welt.`` Eines wissen wir schon jetzt. Nichts wird mehr so sein wie es vor den Protesten war'', sagte <strong> Guido Westerwelle </strong> der`` Rheinischen Post''. Die arabischen VÃ¶lker eine <q> der Wunsch nach mehr Freiheit und Mitsprache </q>. Statt eines Kampfes der Kulturen kÃ¶nne es in den kommenden Jahren zu einer`` Globalisierung der AufklÃ¤rung'' kommen, sagte <strong> Guido Westerwelle </strong>.`` Der Siegeszug der Freiheit und der AufklÃ¤rung erhÃ¤lt in diesen Tagen hoffentlich Auftrieb.'';['Guido Westerwelle'];
;113;1295201554100040740;57060;und Birgit Bachmann, Tunesien-Urlauber aus Braunschweig, landeten problemlos am Flughafen in DÃ¼sseldorf.( Foto: dapd) Bundeskanzlerin <strong> Angela Dorothea Kasner </strong>( CDU) appellierte an den Ã;['Steffen Seibert', 'Angela Dorothea Kasner'];
;114;1296748486116736011;162966;". <strong> Lynn Nottage </strong>, who won a Pulitzer Prize for her play`` Ruined,'' draws on the screwball films... <strong> Carlos Irwin Estevez </strong>:' I have a lot of work to do' Newsday <strong> Carlos Irwin Estevez </strong> Wednesday released a statement saying <q> I have a lot of work to do to be able to return the support I have received from so many people </q>- even as reports swirled that he would return to`` Two and a Half <a target=""_blank"" href=""http://everyman.com/""> Men </a>'' within weeks. In his first statement since leaving the show last week after a reported drug-and-booze-fueled bender at his home";['Carlos Irwin Estevez', 'Lynn Nottage'];
;115;1296225281172146710;70915;attending Friday prayers.ElBaradei, who arrived in Egypt on Thursday, has indicated he would help head a transitional government should Mubarak step down.In Berlin, German Foreign Minister <strong> Guido Westerwelle </strong> urged the authorities not to use force against demonstrators. <q> Those who try to violently suppress the desire for freedom will harvest extremism, </q> <strong> Guido Westerwelle </strong> said.`` Germany is on the side of democracy, human rights and civil rights,'' he said, calling on Cairo to respect the right to demonstrate.Telecommunication was severely curtailed for much of the day,;['Guido Westerwelle'];
;116;1296616716006586392;66159;". <a href=""http://news.yahoo.com/s/afp/20110126/wl_africa_afp/egyptpoliticsdemotunisiaban"" target=""_hplink""> Reports the AFP </a>: <blockquote> Egypt's interior ministry on Wednesday banned demonstrations and warned that protesters will be prosecuted, as activists called for a second day of anti-government rallies. </blockquote> <q> No provocative moves, or protest gatherings, or marches or demonstrations will be allowed, </q> the ministry said in a statement.`` Legal measures will be taken against anyone( in contravention), and they will be transferred to the prosecution,'' the statement continued. The <strong> U.S. Senator John McCain </strong>";['U.S. Senator John McCain'];
;117;1297155691029982748;13212;'s not everybody running for president.'' At this stage, the primary stands as a wide-open contest that hinges on whether the new tea party voters unify behind one candidate or remain splintered. <q> A frontrunner? It's hard to predict, </q> said <strong> Maureen Mooney </strong>, a Merrimack activist who was often at <strong> U.S. Senator John McCain </strong>'s side as he won the primary in 2008 en route to the Republican nomination.`` It's still early, and we have some serious candidates who;['Maureen Mooney', 'U.S. Senator John McCain'];
